北京台,#genre#
环球旅游,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000089
中学生,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000093
休闲,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000097
家政,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000108
DOX,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000126
熊猫台,https://gcalic.v.myalicdn.com/gc/ipanda_1/index.m3u8?contentid=2820180516001&AUTH=EWbqPX5amMUxL2KapN4PojjCv6Y3kLImyv4JB9phjgIhwCszcDyLyNooS5TQjhxk9JhHTXU+qF3B2DqF9U/PJA==
数码时代,http://yf.m.l.cztv.com/channels/lantian/channel12/1080p.m3u8?
留学世界,http://yf.m.l.cztv.com/channels/lantian/channel09/1080p.m3u8?
cctv娱乐,http://61.58.60.230:9319/live/224.m3u8
东方纪实,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000143
求索纪录,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000144
北京纪实,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000145
极速汽车,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000146
游戏风云,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000148
精彩影视,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000149
足球频道,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000130
快乐垂钓,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000080
江西-7新闻,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000217
CIBN电影,http://cinb1.peoplevideo.cn/hls/vCIBNDYPD/800/vCIBNDYPD.m3u8
CIBN嗨播,http://cinb1.peoplevideo.cn/hls/vCIBNDYDYYPD/1800/vCIBNYYPD.m3u8
CIBN纪录,http://cinb1.peoplevideo.cn/hls/vCIBNJLPD/1800/vCIBNJLPD.m3u8
CIBN记录,http://v.iam7.cn/iptv/cibn.php?code=501
CIBN怡家,http://nas.330421.cn:8000/iptv/cibn/?id=1108&code=JiaoYu
CIBN生活,http://nas.330421.cn:8000/iptv/cibn/?id=1108&code=YouXi
CIBN军事,http://nas.330421.cn:8000/iptv/cibn/?id=1108&code=YinYue


央视卫视,#genre#
cctv1,http://gslbserv.itv.cmvideo.cn:80/000000001000/reallive-hdcctv1/1.m3u8?channel-id=ystenlive&Contentid=reallive-hdcctv1&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=reallive-hdcctv1&owchid=ystenlive&owsid=7951969344461655967
CCTV1,rtmp://58.200.131.2:1935/livetv/cctv1hd
CCTV2,rtmp://58.200.131.2:1935/livetv/cctv2hd
CCTV2,http://120.233.115.12/tlivecloud-cdn.ysp.cctv.cn/001/2000203603.m3u8
CCTV3,http://gslbserv.itv.cmvideo.cn:80/000000001000/8378175926191110263/1.m3u8?channel-id=ystenlive&Contentid=8378175926191110263&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=8378175926191110263&owchid=ystenlive&owsid=7951969344460961673
CCTV3,rtmp://58.200.131.2:1935/livetv/cctv3hd
cctv4,http://120.233.115.12/tlivecloud-cdn.ysp.cctv.cn/001/2000204803.m3u8
cctv4,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000122
CCTV,rtmp://58.200.131.2:1935/livetv/cctv4hd
cctv5+,http://120.233.115.12/tlivecloud-cdn.ysp.cctv.cn/001/2000204501.m3u8
cctv5+,http://gslbserv.itv.cmvideo.cn:80/000000001000/reallive-cctv5plus/1.m3u8?channel-id=ystenlive&Contentid=reallive-cctv5plus&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=reallive-cctv5plus&owchid=ystenlive&owsid=7951969344461198178
CCTV5,http://gslbserv.itv.cmvideo.cn:80/000000001000/reallive-cctv5/1.m3u8?channel-id=ystenlive&Contentid=reallive-cctv5&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=reallive-cctv5&owchid=ystenlive&owsid=7951969344460933131
CCTV6,http://gslbserv.itv.cmvideo.cn:80/000000001000/6117099895556651277/1.m3u8?channel-id=ystenlive&Contentid=6117099895556651277&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=6117099895556651277&owchid=ystenlive&owsid=7951969344460914262
CCTV6,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000133
CCTV7,http://gslbserv.itv.cmvideo.cn:80/000000001000/7050628689018054317/1.m3u8?channel-id=ystenlive&Contentid=7050628689018054317&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=7050628689018054317&owchid=ystenlive&owsid=7951969344461071292
CCTV8,http://gslbserv.itv.cmvideo.cn:80/000000001000/8871488051501921127/1.m3u8?channel-id=ystenlive&Contentid=8871488051501921127&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=8871488051501921127&owchid=ystenlive&owsid=7951969344461083214
CCTV8,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000134
CCTV9,http://gslbserv.itv.cmvideo.cn:80/000000001000/6275371742726901431/1.m3u8?channel-id=ystenlive&Contentid=6275371742726901431&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=6275371742726901431&owchid=ystenlive&owsid=7951969344461093397
CCTV10,http://gslbserv.itv.cmvideo.cn:80/000000001000/7019587760656900133/1.m3u8?channel-id=ystenlive&Contentid=7019587760656900133&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=7019587760656900133&owchid=ystenlive&owsid=7951969344461108918
cctv11,http://120.233.115.12/tlivecloud-cdn.ysp.cctv.cn/001/2000204101.m3u8
CCTV11,http://gslbserv.itv.cmvideo.cn:80/000000001000/6351457414282570521/1.m3u8?channel-id=ystenlive&Contentid=6351457414282570521&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=6351457414282570521&owchid=ystenlive&owsid=7951969344461118626
CCTV12,http://gslbserv.itv.cmvideo.cn:80/000000001000/5325631075193490169/1.m3u8?channel-id=ystenlive&Contentid=5325631075193490169&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=5325631075193490169&owchid=ystenlive&owsid=7951969344461128324
cctv13,http://120.233.115.12/tlivecloud-cdn.ysp.cctv.cn/001/2000204601.m3u8
cctv13,http://120.233.115.12/tlivecloud-cdn.ysp.cctv.cn/001/2000204602.m3u8
cctv13,http://120.233.115.12/tlivecloud-cdn.ysp.cctv.cn/001/2000204603.m3u8
CCTV14,http://gslbserv.itv.cmvideo.cn:80/000000001000/8203666801302077036/1.m3u8?channel-id=ystenlive&Contentid=8203666801302077036&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=8203666801302077036&owchid=ystenlive&owsid=7951969344461164890
CCTV15,http://120.233.115.12/tlivecloud-cdn.ysp.cctv.cn/001/2000205003.m3u8
cctv17,http://120.233.115.12/tlivecloud-cdn.ysp.cctv.cn/001/2000204201.m3u8
CGTN,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000123
江苏卫视,http://ivi.bupt.edu.cn/hls/jshd.m3u8
江苏卫视,http://gslbserv.itv.cmvideo.cn:80/000000001000/4690153511271751319/1.m3u8?channel-id=ystenlive&Contentid=4690153511271751319&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=4690153511271751319&owchid=ystenlive&owsid=7951969344461388681
东方卫视,http://gslbserv.itv.cmvideo.cn:80/000000001000/4699937686040264690/1.m3u8?channel-id=ystenlive&Contentid=4699937686040264690&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=4699937686040264690&owchid=ystenlive&owsid=7951969344461368555
浙江卫视,http://gslbserv.itv.cmvideo.cn:80/000000001000/4945391150963996912/1.m3u8?channel-id=ystenlive&Contentid=4945391150963996912&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=4945391150963996912&owchid=ystenlive&owsid=7951969344461378244
黑龙江卫视,http://gslbserv.itv.cmvideo.cn:80/000000001000/8467838254824392379/1.m3u8?channel-id=ystenlive&Contentid=8467838254824392379&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=8467838254824392379&owchid=ystenlive&owsid=7951969344461634763
广东卫视,http://gslbserv.itv.cmvideo.cn:80/000000001000/6604532991586541024/1.m3u8?channel-id=ystenlive&Contentid=6604532991586541024&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=6604532991586541024&owchid=ystenlive&owsid=7951969344461463247
广东卫视,rtmp://58.200.131.2:1935/livetv/gdhd
北京卫视,http://gslbserv.itv.cmvideo.cn:80/000000001000/8258663409451267714/1.m3u8?channel-id=ystenlive&Contentid=8258663409451267714&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=8258663409451267714&owchid=ystenlive&owsid=7951969344461450633
深圳卫视,http://gslbserv.itv.cmvideo.cn:80/000000001000/7696950400632248401/1.m3u8?channel-id=ystenlive&Contentid=7696950400632248401&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=7696950400632248401&owchid=ystenlive&owsid=7951969344461357746
深圳卫视,rtmp://58.200.131.2:1935/livetv/szhd
四川卫视,rtmp://58.200.131.2:1935/livetv/schd
安徽卫视,http://gslbserv.itv.cmvideo.cn:80/000000001000/4774346722046993363/1.m3u8?channel-id=ystenlive&Contentid=4774346722046993363&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=4774346722046993363&owchid=ystenlive&owsid=7951969344461700339
天津卫视,http://gslbserv.itv.cmvideo.cn:80/000000001000/8798367982904688776/1.m3u8?channel-id=ystenlive&Contentid=8798367982904688776&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=8798367982904688776&owchid=ystenlive&owsid=7951969344461336601
天津卫视,rtmp://58.200.131.2:1935/livetv/tjhd
东南卫视,http://gslbserv.itv.cmvideo.cn:80/000000001000/7721801662260370363/1.m3u8?channel-id=ystenlive&Contentid=7721801662260370363&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=7721801662260370363&owchid=ystenlive&owsid=7951969344461473190
江西卫视,http://gslbserv.itv.cmvideo.cn:80/000000001000/5616078396620462481/1.m3u8?channel-id=ystenlive&Contentid=5616078396620462481&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=5616078396620462481&owchid=ystenlive&owsid=7951969344462021624
湖南卫视,http://gslbserv.itv.cmvideo.cn:80/000000001000/8655038471675748531/1.m3u8?channel-id=ystenlive&Contentid=8655038471675748531&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=8655038471675748531&owchid=ystenlive&owsid=7951969344461592272
浙江卫视,http://120.233.115.12/tlivecloud-cdn.ysp.cctv.cn/001/2000295501.m3u8
辽宁卫视,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=5393821316758187099&livemode=1&authCode=3a&stbId=1E4003FF004735100000288CB8C33F20&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
辽宁卫视,rtmp://58.200.131.2:1935/livetv/lnhd
辽宁卫视,http://120.233.115.12/tlivecloud-cdn.ysp.cctv.cn/001/2000281301.m3u8
四川卫视,http://120.233.115.12/tlivecloud-cdn.ysp.cctv.cn/001/2000295001.m3u8
重庆卫视HD,rtmp://58.200.131.2:1935/livetv/cqhd
重庆卫视HD,http://219.153.252.50/PLTV/88888888/224/3221225483/chunklist.m3u8
湖北卫视HD,rtmp://58.200.131.2:1935/livetv/hbhd
湖北卫视HD,http://120.233.115.12/tlivecloud-cdn.ysp.cctv.cn/001/2000294501.m3u8
青海卫视,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=7493614642381322513&livemode=1&authCode=3a&stbId=E14003FF004735100000288CB8C35390&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
青海卫视,http://220.158.149.14:9999/live/TV00000000000000000005@HHZT;LIVE
湖北卫视,http://101.75.248.85/cache.ott.bestlive.itv.cmvideo.cn:80/000000001000/5000000010000022140/index.m3u8?channel-id=bestzb&Contentid=5000000010000022140&livemode=1&stbId=004003FF0037507381008422F152063C&userToken=22da83031e59d012e61af366ad30871e02vv&usergroup=g02020000000&version=1.0&owaccmark=5000000010000022140&owchid=bestzb&owsid=4493204831455105314&AuthInfo=SpHIwnIE+H0N3+bKCGl/3PD8rBE3foxRYTSh3iGYUJZ6GNpZ+E47AWi696WsOzmjB6NbhsZYefT8ZbcFc6tce6sA1NT4/Xiib/5y9z97zsIfb91xmMHh4rcelTK1C5dP
东南卫视,http://101.75.248.85/cache.ott.bestlive.itv.cmvideo.cn:80/000000001000/6058511135162408190/index.m3u8?channel-id=bestzb&Contentid=6058511135162408190&livemode=1&stbId=004003FF0080993552008422F151357C&userToken=22da83031e59d012e61af366ad30871e02vv&usergroup=g02020000000&version=1.0&owaccmark=6058511135162408190&owchid=bestzb&owsid=4493204831455128871&AuthInfo=szOsw/kxd1GjN3AebKbGB1BjtmnsxvODv3sEL9PITGtq278wW9Iu9nM6ltLpGObynOzHkDzRVCXpjz8SnlWEitwncNe9wxcQe/2RMKY1+NWi6kk5ZEOICU9isMlpJ9RT
山东卫视,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=5997090813985405750&livemode=1&authCode=3a&stbId=114003FF004735100000288CB8C33FA6&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
广西卫视,http://120.233.115.12/tlivecloud-cdn.ysp.cctv.cn/001/2000294201.m3u8
河南卫视,http://120.233.115.12/tlivecloud-cdn.ysp.cctv.cn/001/2000296101.m3u8
中国教育1,http://gslbserv.itv.cmvideo.cn:80/000000001000/7106250793420582078/1.m3u8?channel-id=ystenlive&Contentid=7106250793420582078&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=7106250793420582078&owchid=ystenlive&owsid=7951969344461842405
教育4,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000056
安徽国际,http://zbbf2.ahtv.cn/live/dab.m3u8
海南卫视,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000060
贵州卫视,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000124
贵州卫视,http://120.233.115.12/tlivecloud-cdn.ysp.cctv.cn/001/2000293301.m3u8
河北卫视,http://120.233.115.12/tlivecloud-cdn.ysp.cctv.cn/001/2000293401.m3u8
重庆国际,http://219.153.252.50/PLTV/88888888/224/3221225644/chunklist.m3u8
山东卫视,http://120.233.115.12/tlivecloud-cdn.ysp.cctv.cn/001/2000294801.m3u8
浙江国际,http://yf.m.l.cztv.com/channels/lantian/channel10/1080p.m3u8?

















音乐电视台,#genre#
CCTV风云音乐,http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000090.m3u8
魅力音乐,http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000106.m3u8
V音乐,rtmp://58.200.131.2:1935/livetv/channelv
音乐石榴,http://aldirect.rtmp.huya.com/huyalive/1199512344405-1199512344405-5224693802798678016-2399024812266-10057-A-0-1_1200.m3u8?wsSecret=c314e5920618fcd00717e43931ff3203&wsTime=5de268b9
仪陇音乐,https://dlhls-cdn-mp.zhanqi.tv/zqlive/285305_4Cz3X.m3u8
m2音乐,http://live.m2.tv/hls3/stream.m3u8
俄罗斯音乐,http://hls-video01.cdnvideo.ru:80/video01/smil:video01.smil/chunklist_b4128000.m3u8
演唱会,https://livetvhooq.akamaized.net/f17ef07681bb44069d2e2f376e92e9c0/ap-southeast-1/5493668622001/profile_2/chunklist.m3u8?hdnts=st=1574876312~exp=9007200829617303~acl=/f17ef07681bb44069d2e2f376e92e9c0/*/profile_2/chunklist.m3u8*~hmac=2278e98d98241572d997241cfff28a697c84cd06a0427d711230cb9a4c249aed
意大利M2O,https://m2otv-lh.akamaihd.net/i/m2oTv_1@186074/index_600_av-b.m3u8
Country,https://dcunilive2-lh.akamaihd.net/i/dclive_1@390829/master.m3u8
Deejay,http://deejay_tv-lh.akamaihd.net/i/DeejayTv_1@129866/index_600_av-p.m3u8
Top Latino,http://online.radiodifusion.net:1935/livetv/latinoSD.stream/chunklist_w430979689.m3u8
Music Now,http://livecdnh1.tvanywhere.ae:80/hls/music_now/index.m3u8
意大利音樂台,http://radioitaliatv-lh.akamaihd.net/i/radioitaliatv_1@329645/index_720x480_av-p.m3u8
ETV,http://220.158.149.14:9999/live/TV00000000000000000121@HHZT;LIVE
MTV,http://unilivemtveu-lh.akamaihd.net/i/mtvno_1@346424/index_3500_av-b.m3u8
cibn华语榜,http://v.iam7.cn/iptv/cibn.php?code=155
b4u音乐,http://livecdnh3.tvanywhere.ae/hls/b4uaflam/index.m3u8
未知音乐台,http://94.130.180.175:8081/live/greektv/playlist.m3u8
CIBN嗨播,http://v.iam7.cn/iptv/cibn.php?code=128
嗨播CIBN,http://v.iam7.cn/iptv/cibn.php?code=135
CIBN嗨播1,http://v.iam7.cn/iptv/cibn.php?code=136
CIBN嗨播2,http://v.iam7.cn/iptv/cibn.php?code=145
嗨播音乐榜CIBN,http://v.iam7.cn/iptv/cibn.php?code=155
CIBN嗨播3,http://v.iam7.cn/iptv/cibn.php?code=162
CIBN嗨播4,http://v.iam7.cn/iptv/cibn.php?code=208
CIBN嗨播5,http://v.iam7.cn/iptv/cibn.php?code=338
音乐俱乐部,https://livetvhooq.akamaized.net/923e04bf28d6488e85831094a2cfc33d/eu-central-1/5493668622001/profile_2/chunklist.m3u8?hdnts=st=1574859145~exp=9007200829600136~acl=/923e04bf28d6488e85831094a2cfc33d/*/profile_2/chunklist.m3u8*~hmac=f08709f141d2907969261ab7dc1b638b736757339dffbc26332eccee434e6654
ropical,https://d2ktlibtvvj8vp.cloudfront.net/trace_tropical/6/prog_index.m3u8
Trace Naija,https://d2ktlibtvvj8vp.cloudfront.net/trace_naija/6/prog_index.m3u8
Trace Mziki,http://d2ktlibtvvj8vp.cloudfront.net/trace_mizki/6/prog_index.m3u8
Trace Kitoko,https://d2ktlibtvvj8vp.cloudfront.net/trace_kitoko/6/prog_index.m3u8
Trace Africa,https://d2ktlibtvvj8vp.cloudfront.net/trace_africa/6/prog_index.m3u8
日本J音乐,vjms://58.215.133.185:8500:3502/live/cid=495&delay=400&httpbuf=400&memory=50|http://test8055.s-itv.com?key=YbX1jR0wiWv7MeCDOoh6
日本J音乐,vjms://121.14.222.77:8500/live/cid=495
MoozHitsSD,http://telekomtv-ro.akamaized.net/shls/LIVE$MoozHitsSD/14.m3u8/Level(545259)?start=LIVE&end=END
MOOZ RO,http://telekomtv-ro.akamaized.net/shls/LIVE$MoozRoSD/6.m3u8/Level(1677721)?start=LIVE&end=END
music_now,http://livecdnh1.tvanywhere.ae/hls/music_now/03.m3u8
musictop,http://live-edge01.telecentro.net.ar/live/msctphd-720/playlist.m3u8#http://live-edge01.telecentro.net.ar/live/smil:musictop.smil/chunklist_w1582140541_b364000_sleng.m3u8
NG音乐,http://live.streams.ovh:1935/NGradio/NGradio/playlist.m3u8
收音机,http://contact-lh.akamaihd.net/i/CONTACT_1@321283/index_1200_av-p.m3u8
rot,http://livecdnh3.tvanywhere.ae/hls/rotmusic/04.m3u8
Tile Mousiki,http://wpso.com:1936/hls/music1.m3u8
XITE,https://xite2065.cloudycdn.services/tlive/_definst_/xite_xite_1_tbc_42077_default_45_hls.smil/chunklist_b2472608_t64NzIwcA==.m3u8
stranafm,http://live.stranafm.cdnvideo.ru/stranafm/stranafm_hd.sdp/playlist.m3u8
Радио Шансон,http://chanson-video.hostingradio.ru:8080/hls/chansonabr/live_hiq/index.m3u8
1HD_Music_TV,http://1hdru-hls-otcnet.cdnvideo.ru/onehdmusic/tracks-v1a1/index.m3u8
ШансонТВ,http://hls.shansontv.cdnvideo.ru/shansontv/shansontv_hq.sdp/playlist.m3u8
泰国sea,http://203.189.147.211:1935/live/mp4:myStream_720p/chunklist_w1829963082.m3u8
测试频道,http://linear01hun-lh.akamaihd.net:80/i/faaduhits_1@660838/index_2128_av-p.m3u8?sd=10&rebase=on
A2i TV,http://162.212.178.131:1935/live/Ai2tv/chunklist.m3u8
Karaoke Channel,http://edge.linknetott.swiftserve.com/live/BSgroup/amlst:karaokech/chunklist_b2288000.m3u8









港台电视,#genre#
无线新闻,p8p://0198.02686.cc:16871/5d1a69dc000d64b611be7bef5757286e.ts
无线新闻,http://www.liveviptv.xyz/tv/tvb.php?vid=wxzx
无线新闻,http://sousou2.top/dl/tvb.php?id=inews
无线新闻,msc://CIN5
有线新闻,https://ottproxy2.mott.tv/livehls/MOB-SCC/03.m3u8?sessionID=XNoSKsoyhu+3ZzGxIn6l1Azz
不稳有线娱乐,https://icable.cdn.utvhk.com/live/72ee37b54d524bcb806957577dfdfd72/fe371c746eb94b01b7fb0e70569a2e9f.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
香港卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/cstv/xianggangweishi_2_hd.m3u8
凤凰香港,p8p://0198.02686.cc:16871/5d1a69d6000505cd11be625a06b24e50.ts
凤凰香港,http://183.207.249.35/PLTV/3/224/3221226975/index.m3u8
